State,Coordinates
Tamil Nadu,"{'Latitude': 11.9372, 'Longitude': 79.7296}"
Tamil Nadu,"{'Latitude': 11.8424, 'Longitude': 77.7389}"
Tamil Nadu,"{'Latitude': 13.0838, 'Longitude': 79.6638}"
Tamil Nadu,"{'Latitude': 13.8407, 'Longitude': 77.8371}"
Tamil Nadu,"{'Latitude': 12.9735, 'Longitude': 79.0678}"
Tamil Nadu,"{'Latitude': 12.9863, 'Longitude': 80.248}"
Tamil Nadu,"{'Latitude': 11.2177, 'Longitude': 78.1696}"
Tamil Nadu,"{'Latitude': 12.9503, 'Longitude': 78.8806}"
Tamil Nadu,"{'Latitude': 11.6035, 'Longitude': 78.5778}"
Tamil Nadu,"{'Latitude': 13.1048, 'Longitude': 80.2616}"
Tamil Nadu,"{'Latitude': 12.94, 'Longitude': 77.7449}"
Tamil Nadu,"{'Latitude': 13.0024, 'Longitude': 80.1975}"
Tamil Nadu,"{'Latitude': 11.7763, 'Longitude': 79.6665}"
Tamil Nadu,"{'Latitude': 12.94, 'Longitude': 77.7449}"
Tamil Nadu,"{'Latitude': 13.1062, 'Longitude': 80.1527}"
Tamil Nadu,"{'Latitude': 12.2547, 'Longitude': 79.0696}"
Tamil Nadu,"{'Latitude': 11.7472, 'Longitude': 79.7542}"
Tamil Nadu,"{'Latitude': 12.5056, 'Longitude': 79.1288}"
Tamil Nadu,"{'Latitude': 11.4577, 'Longitude': 78.1943}"
Tamil Nadu,"{'Latitude': 12.9507, 'Longitude': 80.1393}"
Tamil Nadu,"{'Latitude': 12.7192, 'Longitude': 80.1854}"
Tamil Nadu,"{'Latitude': 13.0639, 'Longitude': 80.2224}"
Tamil Nadu,"{'Latitude': 12.0397, 'Longitude': 79.5421}"
Tamil Nadu,"{'Latitude': 13.1572, 'Longitude': 80.3024}"
Tamil Nadu,"{'Latitude': 13.0347, 'Longitude': 80.1586}"
Tamil Nadu,"{'Latitude': 11.9148, 'Longitude': 78.3671}"
Tamil Nadu,"{'Latitude': 12.9553, 'Longitude': 79.1418}"
Tamil Nadu,"{'Latitude': 13.0292, 'Longitude': 80.1102}"
Tamil Nadu,"{'Latitude': 10.4567, 'Longitude': 79.1202}"
Tamil Nadu,"{'Latitude': 10.9056, 'Longitude': 78.699}"
Tamil Nadu,"{'Latitude': 11.9393, 'Longitude': 79.4897}"
Tamil Nadu,"{'Latitude': 12.229, 'Longitude': 79.6498}"
Tamil Nadu,"{'Latitude': 13.3335, 'Longitude': 80.1942}"
Tamil Nadu,"{'Latitude': 13.0982, 'Longitude': 80.1709}"
Tamil Nadu,"{'Latitude': 10.7793, 'Longitude': 79.8396}"
Tamil Nadu,"{'Latitude': 11.7326, 'Longitude': 78.962}"
Tamil Nadu,"{'Latitude': 13.1306, 'Longitude': 78.1325}"
Tamil Nadu,"{'Latitude': 12.9252, 'Longitude': 79.3665}"
Tamil Nadu,"{'Latitude': 12.1121, 'Longitude': 78.4943}"
Tamil Nadu,"{'Latitude': 11.6532, 'Longitude': 78.1606}"
Tamil Nadu,"{'Latitude': 10.8207, 'Longitude': 78.6928}"
Tamil Nadu,"{'Latitude': 14.4909, 'Longitude': 78.8193}"
Tamil Nadu,"{'Latitude': 13.6582, 'Longitude': 78.2649}"
Tamil Nadu,"{'Latitude': 12.3512, 'Longitude': 80.0052}"
Tamil Nadu,"{'Latitude': 11.6681, 'Longitude': 78.1509}"
Tamil Nadu,"{'Latitude': 11.6031, 'Longitude': 79.4882}"
Tamil Nadu,"{'Latitude': 12.5137, 'Longitude': 78.2245}"
Tamil Nadu,"{'Latitude': 10.2489, 'Longitude': 78.75}"
Tamil Nadu,"{'Latitude': 12.9855, 'Longitude': 80.1402}"
Tamil Nadu,"{'Latitude': 11.3987, 'Longitude': 79.6963}"
Tamil Nadu,"{'Latitude': 13.1125, 'Longitude': 79.9131}"
Tamil Nadu,"{'Latitude': 10.7764, 'Longitude': 78.7027}"
Tamil Nadu,"{'Latitude': 13.335, 'Longitude': 80.1931}"
Tamil Nadu,"{'Latitude': 12.9701, 'Longitude': 77.7407}"
Tamil Nadu,"{'Latitude': 13.013, 'Longitude': 77.763}"
Tamil Nadu,"{'Latitude': 11.1344, 'Longitude': 79.5168}"
Tamil Nadu,"{'Latitude': 14.9217, 'Longitude': 78.6443}"
Tamil Nadu,"{'Latitude': 12.97, 'Longitude': 80.1504}"
Tamil Nadu,"{'Latitude': 13.6867, 'Longitude': 79.9374}"
Tamil Nadu,"{'Latitude': 12.9384, 'Longitude': 77.7849}"
Tamil Nadu,"{'Latitude': 12.9234, 'Longitude': 79.1328}"
Tamil Nadu,"{'Latitude': 12.5183, 'Longitude': 78.2196}"
Tamil Nadu,"{'Latitude': 12.3323, 'Longitude': 78.3629}"
Tamil Nadu,"{'Latitude': 11.3928, 'Longitude': 79.021}"
Tamil Nadu,"{'Latitude': 12.6743, 'Longitude': 78.6158}"
Tamil Nadu,"{'Latitude': 12.9544, 'Longitude': 80.1351}"
Tamil Nadu,"{'Latitude': 11.943, 'Longitude': 79.4957}"
Tamil Nadu,"{'Latitude': 13.1396, 'Longitude': 79.9064}"
Tamil Nadu,"{'Latitude': 11.235, 'Longitude': 78.8654}"
Tamil Nadu,"{'Latitude': 13.0821, 'Longitude': 80.2173}"
Tamil Nadu,"{'Latitude': 11.2114, 'Longitude': 79.3644}"
Tamil Nadu,"{'Latitude': 10.6653, 'Longitude': 79.4535}"
Tamil Nadu,"{'Latitude': 11.2691, 'Longitude': 78.9154}"
Tamil Nadu,"{'Latitude': 13.949, 'Longitude': 79.3754}"
Tamil Nadu,"{'Latitude': 11.6338, 'Longitude': 79.2814}"
Tamil Nadu,"{'Latitude': 14.393, 'Longitude': 79.9896}"
Tamil Nadu,"{'Latitude': 10.7525, 'Longitude': 79.5024}"
Tamil Nadu,"{'Latitude': 13.135, 'Longitude': 78.2996}"
Tamil Nadu,"{'Latitude': 11.69, 'Longitude': 79.2922}"
Tamil Nadu,"{'Latitude': 11.273, 'Longitude': 78.7587}"
Tamil Nadu,"{'Latitude': 12.5207, 'Longitude': 77.7897}"
Tamil Nadu,"{'Latitude': 12.904, 'Longitude': 79.3163}"
Tamil Nadu,"{'Latitude': 14.304, 'Longitude': 80.0952}"
Tamil Nadu,"{'Latitude': 10.7581, 'Longitude': 79.7984}"
Tamil Nadu,"{'Latitude': 12.2008, 'Longitude': 79.7785}"
Tamil Nadu,"{'Latitude': 13.6775, 'Longitude': 78.7422}"
Tamil Nadu,"{'Latitude': 12.0071, 'Longitude': 79.4065}"
Tamil Nadu,"{'Latitude': 10.1043, 'Longitude': 78.8313}"
Tamil Nadu,"{'Latitude': 13.3422, 'Longitude': 77.988}"
Tamil Nadu,"{'Latitude': 11.1852, 'Longitude': 79.2962}"
Tamil Nadu,"{'Latitude': 10.7836, 'Longitude': 78.7209}"
Tamil Nadu,"{'Latitude': 13.2263, 'Longitude': 79.1241}"
Tamil Nadu,"{'Latitude': 14.1977, 'Longitude': 79.6411}"
Tamil Nadu,"{'Latitude': 11.9547, 'Longitude': 79.8226}"
Tamil Nadu,"{'Latitude': 11.9193, 'Longitude': 79.5758}"
Tamil Nadu,"{'Latitude': 11.5759, 'Longitude': 78.0726}"
Tamil Nadu,"{'Latitude': 11.8889, 'Longitude': 78.9169}"
Tamil Nadu,"{'Latitude': 10.3968, 'Longitude': 79.753}"
Tamil Nadu,"{'Latitude': 13.6222, 'Longitude': 78.2496}"
Tamil Nadu,"{'Latitude': 11.2612, 'Longitude': 79.3753}"
Tamil Nadu,"{'Latitude': 10.7611, 'Longitude': 78.7076}"
Tamil Nadu,"{'Latitude': 13.0351, 'Longitude': 80.2538}"
Tamil Nadu,"{'Latitude': 11.2921, 'Longitude': 79.0453}"
Tamil Nadu,"{'Latitude': 13.0142, 'Longitude': 80.2483}"
Tamil Nadu,"{'Latitude': 12.5227, 'Longitude': 78.2185}"
Tamil Nadu,"{'Latitude': 10.2885, 'Longitude': 79.1013}"
Tamil Nadu,"{'Latitude': 10.7767, 'Longitude': 78.7928}"
Tamil Nadu,"{'Latitude': 10.8154, 'Longitude': 79.8391}"
Tamil Nadu,"{'Latitude': 11.4024, 'Longitude': 79.4686}"
Tamil Nadu,"{'Latitude': 13.7341, 'Longitude': 78.8494}"
Tamil Nadu,"{'Latitude': 11.7654, 'Longitude': 79.6962}"
Tamil Nadu,"{'Latitude': 13.1039, 'Longitude': 80.2075}"
Tamil Nadu,"{'Latitude': 13.7042, 'Longitude': 78.6748}"
Tamil Nadu,"{'Latitude': 10.5567, 'Longitude': 78.7801}"
Tamil Nadu,"{'Latitude': 10.3778, 'Longitude': 78.8232}"
Tamil Nadu,"{'Latitude': 14.2262, 'Longitude': 79.996}"
Tamil Nadu,"{'Latitude': 11.7391, 'Longitude': 78.9603}"
Tamil Nadu,"{'Latitude': 12.0571, 'Longitude': 78.1168}"
Tamil Nadu,"{'Latitude': 13.2584, 'Longitude': 79.3028}"
Tamil Nadu,"{'Latitude': 11.264, 'Longitude': 78.5155}"
Tamil Nadu,"{'Latitude': 12.7677, 'Longitude': 78.3599}"
Tamil Nadu,"{'Latitude': 14.349, 'Longitude': 79.952}"
Tamil Nadu,"{'Latitude': 12.5206, 'Longitude': 78.2172}"
Tamil Nadu,"{'Latitude': 13.0534, 'Longitude': 80.2211}"
Tamil Nadu,"{'Latitude': 13.2443, 'Longitude': 77.7113}"
Tamil Nadu,"{'Latitude': 13.0426, 'Longitude': 80.222}"
Tamil Nadu,"{'Latitude': 13.0469, 'Longitude': 80.2384}"
Tamil Nadu,"{'Latitude': 12.9507, 'Longitude': 80.2549}"
Tamil Nadu,"{'Latitude': 10.2335, 'Longitude': 78.7886}"
Tamil Nadu,"{'Latitude': 11.2352, 'Longitude': 78.8766}"
Tamil Nadu,"{'Latitude': 10.8622, 'Longitude': 79.1099}"
Tamil Nadu,"{'Latitude': 14.479, 'Longitude': 80.0774}"
Tamil Nadu,"{'Latitude': 12.8665, 'Longitude': 79.0642}"
Tamil Nadu,"{'Latitude': 12.9561, 'Longitude': 77.7325}"
Tamil Nadu,"{'Latitude': 11.1011, 'Longitude': 79.6525}"
Tamil Nadu,"{'Latitude': 13.1873, 'Longitude': 78.8464}"
Tamil Nadu,"{'Latitude': 11.0727, 'Longitude': 79.5569}"
Tamil Nadu,"{'Latitude': 10.9973, 'Longitude': 78.5279}"
Tamil Nadu,"{'Latitude': 12.8769, 'Longitude': 80.0846}"
Tamil Nadu,"{'Latitude': 13.4019, 'Longitude': 78.8223}"
Tamil Nadu,"{'Latitude': 10.5664, 'Longitude': 78.7807}"
Tamil Nadu,"{'Latitude': 10.0737, 'Longitude': 79.0445}"
Tamil Nadu,"{'Latitude': 12.9402, 'Longitude': 80.2369}"
Tamil Nadu,"{'Latitude': 14.9583, 'Longitude': 78.594}"
Tamil Nadu,"{'Latitude': 14.5178, 'Longitude': 79.8924}"
Tamil Nadu,"{'Latitude': 14.2932, 'Longitude': 79.1909}"
Tamil Nadu,"{'Latitude': 10.3328, 'Longitude': 79.2988}"
Tamil Nadu,"{'Latitude': 11.9883, 'Longitude': 79.6335}"
Tamil Nadu,"{'Latitude': 13.9642, 'Longitude': 78.9182}"
Tamil Nadu,"{'Latitude': 13.1396, 'Longitude': 78.1303}"
Tamil Nadu,"{'Latitude': 14.7473, 'Longitude': 79.0614}"
Tamil Nadu,"{'Latitude': 12.9153, 'Longitude': 79.1322}"
Tamil Nadu,"{'Latitude': 12.665, 'Longitude': 79.5405}"
Tamil Nadu,"{'Latitude': 11.9329, 'Longitude': 79.8288}"
Tamil Nadu,"{'Latitude': 12.7674, 'Longitude': 77.7085}"
Tamil Nadu,"{'Latitude': 14.5904, 'Longitude': 79.0643}"
Tamil Nadu,"{'Latitude': 10.4559, 'Longitude': 79.1403}"
Tamil Nadu,"{'Latitude': 12.5233, 'Longitude': 78.2144}"
Tamil Nadu,"{'Latitude': 14.5563, 'Longitude': 79.8856}"
Tamil Nadu,"{'Latitude': 12.8338, 'Longitude': 79.7035}"
Tamil Nadu,"{'Latitude': 13.8851, 'Longitude': 79.8074}"
Tamil Nadu,"{'Latitude': 13.2983, 'Longitude': 77.7974}"
Tamil Nadu,"{'Latitude': 12.1303, 'Longitude': 77.8963}"
Tamil Nadu,"{'Latitude': 12.5029, 'Longitude': 79.6024}"
Tamil Nadu,"{'Latitude': 12.8102, 'Longitude': 79.1296}"
Tamil Nadu,"{'Latitude': 12.8741, 'Longitude': 77.9982}"
Tamil Nadu,"{'Latitude': 11.9322, 'Longitude': 79.7975}"
Tamil Nadu,"{'Latitude': 13.6322, 'Longitude': 79.4572}"
Tamil Nadu,"{'Latitude': 13.5131, 'Longitude': 78.2273}"
Tamil Nadu,"{'Latitude': 10.8577, 'Longitude': 79.2365}"
Tamil Nadu,"{'Latitude': 12.2035, 'Longitude': 79.8396}"
Tamil Nadu,"{'Latitude': 13.137, 'Longitude': 78.1361}"
Tamil Nadu,"{'Latitude': 12.9346, 'Longitude': 79.1613}"
Tamil Nadu,"{'Latitude': 10.9588, 'Longitude': 79.3792}"
Tamil Nadu,"{'Latitude': 13.3616, 'Longitude': 78.569}"
Tamil Nadu,"{'Latitude': 10.7589, 'Longitude': 79.0977}"
Tamil Nadu,"{'Latitude': 14.417, 'Longitude': 79.9597}"
Tamil Nadu,"{'Latitude': 10.5164, 'Longitude': 78.6159}"
Tamil Nadu,"{'Latitude': 11.9205, 'Longitude': 78.3653}"
Tamil Nadu,"{'Latitude': 10.4238, 'Longitude': 79.3163}"
Tamil Nadu,"{'Latitude': 10.7602, 'Longitude': 79.8463}"
Tamil Nadu,"{'Latitude': 13.105, 'Longitude': 78.5672}"
Tamil Nadu,"{'Latitude': 14.4261, 'Longitude': 78.232}"
Tamil Nadu,"{'Latitude': 10.2441, 'Longitude': 78.7458}"
Tamil Nadu,"{'Latitude': 14.4524, 'Longitude': 79.9836}"
Tamil Nadu,"{'Latitude': 13.4005, 'Longitude': 78.053}"
Tamil Nadu,"{'Latitude': 10.9011, 'Longitude': 78.4877}"
Tamil Nadu,"{'Latitude': 10.4843, 'Longitude': 79.3972}"
Tamil Nadu,"{'Latitude': 13.0811, 'Longitude': 80.2784}"
Tamil Nadu,"{'Latitude': 12.7698, 'Longitude': 79.4194}"
Tamil Nadu,"{'Latitude': 13.1698, 'Longitude': 80.2152}"
Tamil Nadu,"{'Latitude': 13.0844, 'Longitude': 80.1798}"
Tamil Nadu,"{'Latitude': 11.6572, 'Longitude': 78.1569}"
Tamil Nadu,"{'Latitude': 11.9564, 'Longitude': 79.7274}"
Tamil Nadu,"{'Latitude': 11.0142, 'Longitude': 79.4102}"
Tamil Nadu,"{'Latitude': 11.7846, 'Longitude': 78.2075}"
Tamil Nadu,"{'Latitude': 11.7067, 'Longitude': 78.4153}"
Tamil Nadu,"{'Latitude': 13.0338, 'Longitude': 80.2463}"
Tamil Nadu,"{'Latitude': 11.789, 'Longitude': 77.8011}"
Tamil Nadu,"{'Latitude': 11.8596, 'Longitude': 79.3651}"
Tamil Nadu,"{'Latitude': 10.7831, 'Longitude': 79.1904}"
Tamil Nadu,"{'Latitude': 13.0865, 'Longitude': 80.1797}"
Tamil Nadu,"{'Latitude': 13.4371, 'Longitude': 77.7281}"
Tamil Nadu,"{'Latitude': 12.4226, 'Longitude': 78.2144}"
Haryana,"{'Latitude': 29.3355, 'Longitude': 76.9793}"
Haryana,"{'Latitude': 27.2064, 'Longitude': 77.4722}"
Haryana,"{'Latitude': 28.7064, 'Longitude': 77.1269}"
Haryana,"{'Latitude': 28.2764, 'Longitude': 76.1487}"
Haryana,"{'Latitude': 28.6514, 'Longitude': 77.1956}"
Haryana,"{'Latitude': 28.5762, 'Longitude': 77.077}"
Haryana,"{'Latitude': 27.0491, 'Longitude': 76.5727}"
Haryana,"{'Latitude': 26.3402, 'Longitude': 77.8098}"
Haryana,"{'Latitude': 28.5716, 'Longitude': 77.3282}"
Haryana,"{'Latitude': 29.4684, 'Longitude': 77.3541}"
Haryana,"{'Latitude': 28.1484, 'Longitude': 77.3377}"
Haryana,"{'Latitude': 28.9526, 'Longitude': 77.7794}"
Haryana,"{'Latitude': 28.1108, 'Longitude': 76.8261}"
Haryana,"{'Latitude': 29.3561, 'Longitude': 77.6366}"
Haryana,"{'Latitude': 28.1254, 'Longitude': 77.2292}"
Haryana,"{'Latitude': 28.9797, 'Longitude': 77.7089}"
Haryana,"{'Latitude': 27.1382, 'Longitude': 77.7821}"
Haryana,"{'Latitude': 28.0487, 'Longitude': 77.962}"
Haryana,"{'Latitude': 26.4987, 'Longitude': 78.0025}"
Haryana,"{'Latitude': 29.381, 'Longitude': 78.138}"
Haryana,"{'Latitude': 27.0921, 'Longitude': 77.0789}"
Haryana,"{'Latitude': 26.8613, 'Longitude': 77.6039}"
Haryana,"{'Latitude': 27.5935, 'Longitude': 78.0551}"
Haryana,"{'Latitude': 27.0418, 'Longitude': 76.8243}"
Haryana,"{'Latitude': 26.5045, 'Longitude': 77.0251}"
Haryana,"{'Latitude': 26.649, 'Longitude': 77.6128}"
Haryana,"{'Latitude': 28.8289, 'Longitude': 77.5711}"
Haryana,"{'Latitude': 28.6417, 'Longitude': 77.0318}"
Haryana,"{'Latitude': 28.6965, 'Longitude': 77.2678}"
Haryana,"{'Latitude': 28.4343, 'Longitude': 77.0592}"
Haryana,"{'Latitude': 28.5745, 'Longitude': 76.4645}"
Haryana,"{'Latitude': 29.4457, 'Longitude': 77.3012}"
Haryana,"{'Latitude': 27.5689, 'Longitude': 76.6134}"
Haryana,"{'Latitude': 26.8742, 'Longitude': 77.7548}"
Haryana,"{'Latitude': 28.6033, 'Longitude': 76.6451}"
Haryana,"{'Latitude': 28.5433, 'Longitude': 77.1292}"
Haryana,"{'Latitude': 28.7305, 'Longitude': 77.7815}"
Haryana,"{'Latitude': 28.8336, 'Longitude': 77.5746}"
Haryana,"{'Latitude': 27.5163, 'Longitude': 76.3012}"
Haryana,"{'Latitude': 28.6709, 'Longitude': 77.303}"
Haryana,"{'Latitude': 29.3396, 'Longitude': 77.0848}"
Haryana,"{'Latitude': 27.1891, 'Longitude': 76.8173}"
Haryana,"{'Latitude': 27.5833, 'Longitude': 76.8146}"
Haryana,"{'Latitude': 27.4764, 'Longitude': 77.697}"
Haryana,"{'Latitude': 28.837, 'Longitude': 77.9176}"
Haryana,"{'Latitude': 27.0167, 'Longitude': 76.7789}"
Haryana,"{'Latitude': 28.726, 'Longitude': 77.2713}"
Haryana,"{'Latitude': 28.9929, 'Longitude': 77.0182}"
Haryana,"{'Latitude': 29.1092, 'Longitude': 77.9237}"
Haryana,"{'Latitude': 26.3432, 'Longitude': 77.7976}"
Haryana,"{'Latitude': 28.5441, 'Longitude': 77.8769}"
Haryana,"{'Latitude': 28.3, 'Longitude': 77.6927}"
Haryana,"{'Latitude': 28.7972, 'Longitude': 77.135}"
Haryana,"{'Latitude': 28.6381, 'Longitude': 77.0678}"
Haryana,"{'Latitude': 28.7056, 'Longitude': 77.1111}"
Haryana,"{'Latitude': 28.3297, 'Longitude': 76.7761}"
Haryana,"{'Latitude': 27.5142, 'Longitude': 76.6854}"
Haryana,"{'Latitude': 28.9612, 'Longitude': 77.7458}"
Haryana,"{'Latitude': 28.6553, 'Longitude': 77.2763}"
Haryana,"{'Latitude': 28.3414, 'Longitude': 76.6912}"
Haryana,"{'Latitude': 28.6441, 'Longitude': 77.1713}"
Haryana,"{'Latitude': 28.7432, 'Longitude': 77.1498}"
Haryana,"{'Latitude': 28.9008, 'Longitude': 77.1297}"
Haryana,"{'Latitude': 27.3645, 'Longitude': 76.861}"
Haryana,"{'Latitude': 28.4758, 'Longitude': 77.1294}"
Haryana,"{'Latitude': 27.8857, 'Longitude': 78.0737}"
Haryana,"{'Latitude': 29.0169, 'Longitude': 78.1565}"
Haryana,"{'Latitude': 28.148, 'Longitude': 77.3371}"
Haryana,"{'Latitude': 28.4316, 'Longitude': 77.2966}"
Haryana,"{'Latitude': 28.6493, 'Longitude': 77.166}"
Haryana,"{'Latitude': 28.6451, 'Longitude': 77.4185}"
Haryana,"{'Latitude': 28.7813, 'Longitude': 76.7726}"
Haryana,"{'Latitude': 28.6362, 'Longitude': 77.3362}"
Haryana,"{'Latitude': 28.6711, 'Longitude': 77.3176}"
Haryana,"{'Latitude': 28.5143, 'Longitude': 77.2043}"
Haryana,"{'Latitude': 28.9936, 'Longitude': 77.7055}"
Haryana,"{'Latitude': 28.7011, 'Longitude': 77.146}"
Haryana,"{'Latitude': 28.9833, 'Longitude': 76.8143}"
Haryana,"{'Latitude': 29.3008, 'Longitude': 77.0868}"
Haryana,"{'Latitude': 28.9978, 'Longitude': 77.0322}"
Haryana,"{'Latitude': 29.5034, 'Longitude': 78.2029}"
Haryana,"{'Latitude': 28.6603, 'Longitude': 77.283}"
Haryana,"{'Latitude': 27.5922, 'Longitude': 76.6142}"
Haryana,"{'Latitude': 29.242, 'Longitude': 77.0108}"
Haryana,"{'Latitude': 27.9903, 'Longitude': 77.1878}"
Haryana,"{'Latitude': 28.5063, 'Longitude': 77.4805}"
Haryana,"{'Latitude': 29.4688, 'Longitude': 77.7038}"
Haryana,"{'Latitude': 28.6707, 'Longitude': 77.1299}"
Haryana,"{'Latitude': 28.6562, 'Longitude': 77.1563}"
Haryana,"{'Latitude': 28.5776, 'Longitude': 77.1965}"
Haryana,"{'Latitude': 26.8182, 'Longitude': 77.7458}"
Haryana,"{'Latitude': 26.8254, 'Longitude': 76.5095}"
Haryana,"{'Latitude': 28.3987, 'Longitude': 78.11}"
Haryana,"{'Latitude': 27.1979, 'Longitude': 77.9979}"
Haryana,"{'Latitude': 27.0924, 'Longitude': 77.6653}"
Haryana,"{'Latitude': 28.4958, 'Longitude': 77.1608}"
Haryana,"{'Latitude': 26.3429, 'Longitude': 77.7976}"
Haryana,"{'Latitude': 27.2439, 'Longitude': 76.9407}"
Haryana,"{'Latitude': 27.7766, 'Longitude': 77.3925}"
Haryana,"{'Latitude': 28.3351, 'Longitude': 76.3039}"
Haryana,"{'Latitude': 26.9023, 'Longitude': 76.3464}"
Haryana,"{'Latitude': 29.4423, 'Longitude': 77.3093}"
Haryana,"{'Latitude': 27.7422, 'Longitude': 77.1803}"
Haryana,"{'Latitude': 27.5653, 'Longitude': 76.6404}"
Haryana,"{'Latitude': 29.4727, 'Longitude': 77.701}"
Haryana,"{'Latitude': 27.7747, 'Longitude': 76.6011}"
Haryana,"{'Latitude': 29.1556, 'Longitude': 77.9917}"
Haryana,"{'Latitude': 28.5774, 'Longitude': 76.4698}"
Haryana,"{'Latitude': 28.6507, 'Longitude': 77.1948}"
Haryana,"{'Latitude': 28.4593, 'Longitude': 77.0309}"
Haryana,"{'Latitude': 28.5187, 'Longitude': 77.2087}"
Haryana,"{'Latitude': 29.4785, 'Longitude': 77.7184}"
Haryana,"{'Latitude': 28.2179, 'Longitude': 76.7975}"
Haryana,"{'Latitude': 28.5225, 'Longitude': 76.1495}"
Haryana,"{'Latitude': 28.6446, 'Longitude': 77.191}"
Haryana,"{'Latitude': 29.4665, 'Longitude': 77.704}"
Haryana,"{'Latitude': 28.3636, 'Longitude': 76.9355}"
Haryana,"{'Latitude': 28.6464, 'Longitude': 77.336}"
Haryana,"{'Latitude': 28.599, 'Longitude': 76.9675}"
Haryana,"{'Latitude': 28.8959, 'Longitude': 76.6082}"
Haryana,"{'Latitude': 28.5786, 'Longitude': 77.3619}"
Haryana,"{'Latitude': 28.0533, 'Longitude': 76.1137}"
Haryana,"{'Latitude': 26.9174, 'Longitude': 76.8168}"
Haryana,"{'Latitude': 26.3015, 'Longitude': 77.6186}"
Haryana,"{'Latitude': 28.2106, 'Longitude': 76.8633}"
Haryana,"{'Latitude': 29.4491, 'Longitude': 77.3156}"
Haryana,"{'Latitude': 28.5836, 'Longitude': 77.2431}"
Haryana,"{'Latitude': 27.6384, 'Longitude': 77.8843}"
Haryana,"{'Latitude': 26.4986, 'Longitude': 77.9958}"
Haryana,"{'Latitude': 28.6459, 'Longitude': 77.1348}"
Haryana,"{'Latitude': 28.7996, 'Longitude': 76.1421}"
Haryana,"{'Latitude': 28.9919, 'Longitude': 77.7053}"
Haryana,"{'Latitude': 29.0976, 'Longitude': 76.8024}"
Haryana,"{'Latitude': 27.205, 'Longitude': 78.0456}"
Haryana,"{'Latitude': 28.6902, 'Longitude': 76.9278}"
Haryana,"{'Latitude': 28.7163, 'Longitude': 77.1742}"
Haryana,"{'Latitude': 28.544, 'Longitude': 77.564}"
Haryana,"{'Latitude': 28.7508, 'Longitude': 77.9441}"
Haryana,"{'Latitude': 28.9406, 'Longitude': 77.2243}"
Haryana,"{'Latitude': 28.5947, 'Longitude': 76.2604}"
Haryana,"{'Latitude': 26.4976, 'Longitude': 77.9964}"
Haryana,"{'Latitude': 28.3316, 'Longitude': 77.329}"
Haryana,"{'Latitude': 28.6704, 'Longitude': 77.181}"
Haryana,"{'Latitude': 26.8416, 'Longitude': 77.2112}"
Haryana,"{'Latitude': 28.5464, 'Longitude': 77.2523}"
Haryana,"{'Latitude': 26.1988, 'Longitude': 77.6393}"
Haryana,"{'Latitude': 28.634, 'Longitude': 77.0898}"
Haryana,"{'Latitude': 29.3821, 'Longitude': 78.1328}"
Haryana,"{'Latitude': 28.7184, 'Longitude': 77.1269}"
Haryana,"{'Latitude': 28.6085, 'Longitude': 76.6495}"
Haryana,"{'Latitude': 26.7816, 'Longitude': 76.6705}"
Haryana,"{'Latitude': 29.4767, 'Longitude': 77.712}"
Haryana,"{'Latitude': 26.7288, 'Longitude': 77.8861}"
Haryana,"{'Latitude': 26.8175, 'Longitude': 77.7493}"
Haryana,"{'Latitude': 27.5718, 'Longitude': 76.6059}"
Haryana,"{'Latitude': 29.4305, 'Longitude': 77.3678}"
Haryana,"{'Latitude': 28.1253, 'Longitude': 77.5616}"
Haryana,"{'Latitude': 28.4652, 'Longitude': 77.5093}"
Haryana,"{'Latitude': 28.7592, 'Longitude': 77.5087}"
Haryana,"{'Latitude': 29.2743, 'Longitude': 77.6056}"
Haryana,"{'Latitude': 28.6125, 'Longitude': 76.9884}"
Haryana,"{'Latitude': 28.7889, 'Longitude': 78.0818}"
Haryana,"{'Latitude': 27.0239, 'Longitude': 77.8501}"
Haryana,"{'Latitude': 28.988, 'Longitude': 77.0239}"
Haryana,"{'Latitude': 28.7841, 'Longitude': 77.0952}"
Haryana,"{'Latitude': 29.4456, 'Longitude': 77.3098}"
Haryana,"{'Latitude': 29.4157, 'Longitude': 77.4694}"
Haryana,"{'Latitude': 28.9944, 'Longitude': 77.0128}"
Haryana,"{'Latitude': 28.5647, 'Longitude': 77.2557}"
Haryana,"{'Latitude': 29.4648, 'Longitude': 77.937}"
Haryana,"{'Latitude': 28.6415, 'Longitude': 77.2101}"
Haryana,"{'Latitude': 28.3949, 'Longitude': 77.3228}"
Haryana,"{'Latitude': 26.5808, 'Longitude': 76.6697}"
Haryana,"{'Latitude': 28.8, 'Longitude': 78.0597}"
Haryana,"{'Latitude': 28.6127, 'Longitude': 76.9856}"
Haryana,"{'Latitude': 28.6618, 'Longitude': 77.0821}"
Haryana,"{'Latitude': 26.4746, 'Longitude': 76.7263}"
Haryana,"{'Latitude': 28.3413, 'Longitude': 77.3206}"
Haryana,"{'Latitude': 29.381, 'Longitude': 78.1401}"
Haryana,"{'Latitude': 28.8971, 'Longitude': 78.1545}"
Haryana,"{'Latitude': 28.7065, 'Longitude': 77.1626}"
Haryana,"{'Latitude': 27.8677, 'Longitude': 77.2038}"
Haryana,"{'Latitude': 28.7621, 'Longitude': 77.9863}"
Haryana,"{'Latitude': 28.6817, 'Longitude': 77.3291}"
Haryana,"{'Latitude': 26.7068, 'Longitude': 76.7164}"
