State,Coordinates
Uttar Pradesh,"{'Latitude': 27.3942, 'Longitude': 80.1382}"
Uttar Pradesh,"{'Latitude': 28.427, 'Longitude': 80.5811}"
Uttar Pradesh,"{'Latitude': 25.0211, 'Longitude': 78.4303}"
Uttar Pradesh,"{'Latitude': 27.0846, 'Longitude': 79.8168}"
Uttar Pradesh,"{'Latitude': 27.1321, 'Longitude': 79.6769}"
Uttar Pradesh,"{'Latitude': 28.1358, 'Longitude': 78.6226}"
Uttar Pradesh,"{'Latitude': 28.294, 'Longitude': 79.5789}"
Uttar Pradesh,"{'Latitude': 28.6142, 'Longitude': 78.2813}"
Uttar Pradesh,"{'Latitude': 27.2559, 'Longitude': 78.269}"
Uttar Pradesh,"{'Latitude': 27.9779, 'Longitude': 79.34}"
Uttar Pradesh,"{'Latitude': 27.8463, 'Longitude': 79.9176}"
Uttar Pradesh,"{'Latitude': 29.863, 'Longitude': 78.6814}"
Uttar Pradesh,"{'Latitude': 30.2922, 'Longitude': 78.9867}"
Uttar Pradesh,"{'Latitude': 26.3482, 'Longitude': 79.1805}"
Uttar Pradesh,"{'Latitude': 27.0272, 'Longitude': 79.9274}"
Uttar Pradesh,"{'Latitude': 26.5534, 'Longitude': 78.8045}"
Uttar Pradesh,"{'Latitude': 27.5755, 'Longitude': 80.0974}"
Uttar Pradesh,"{'Latitude': 29.0738, 'Longitude': 79.5161}"
Uttar Pradesh,"{'Latitude': 27.1585, 'Longitude': 78.3818}"
Uttar Pradesh,"{'Latitude': 27.1598, 'Longitude': 78.4028}"
Uttar Pradesh,"{'Latitude': 29.5995, 'Longitude': 79.66}"
Uttar Pradesh,"{'Latitude': 27.8998, 'Longitude': 79.6512}"
Uttar Pradesh,"{'Latitude': 26.6899, 'Longitude': 79.8531}"
Uttar Pradesh,"{'Latitude': 27.2744, 'Longitude': 78.4616}"
Uttar Pradesh,"{'Latitude': 29.5801, 'Longitude': 80.2145}"
Uttar Pradesh,"{'Latitude': 28.6106, 'Longitude': 79.1704}"
Uttar Pradesh,"{'Latitude': 29.6465, 'Longitude': 79.425}"
Uttar Pradesh,"{'Latitude': 28.6985, 'Longitude': 79.5185}"
Uttar Pradesh,"{'Latitude': 29.3327, 'Longitude': 80.0916}"
Uttar Pradesh,"{'Latitude': 28.6183, 'Longitude': 79.7985}"
Uttar Pradesh,"{'Latitude': 27.9312, 'Longitude': 79.7327}"
Uttar Pradesh,"{'Latitude': 26.5668, 'Longitude': 79.3138}"
Uttar Pradesh,"{'Latitude': 27.8617, 'Longitude': 79.9137}"
Uttar Pradesh,"{'Latitude': 28.5294, 'Longitude': 79.9283}"
Uttar Pradesh,"{'Latitude': 27.1079, 'Longitude': 78.5788}"
Uttar Pradesh,"{'Latitude': 27.0006, 'Longitude': 79.9715}"
Uttar Pradesh,"{'Latitude': 29.4364, 'Longitude': 78.4256}"
Uttar Pradesh,"{'Latitude': 26.3616, 'Longitude': 79.416}"
Uttar Pradesh,"{'Latitude': 28.9783, 'Longitude': 79.3983}"
Uttar Pradesh,"{'Latitude': 27.6314, 'Longitude': 78.8681}"
Uttar Pradesh,"{'Latitude': 28.7889, 'Longitude': 78.6935}"
Uttar Pradesh,"{'Latitude': 29.3945, 'Longitude': 79.1258}"
Uttar Pradesh,"{'Latitude': 27.8881, 'Longitude': 79.9128}"
Uttar Pradesh,"{'Latitude': 27.5304, 'Longitude': 80.174}"
Uttar Pradesh,"{'Latitude': 28.586, 'Longitude': 78.5691}"
Uttar Pradesh,"{'Latitude': 27.9488, 'Longitude': 79.1116}"
Uttar Pradesh,"{'Latitude': 28.4189, 'Longitude': 78.8293}"
Uttar Pradesh,"{'Latitude': 27.5072, 'Longitude': 78.5715}"
Uttar Pradesh,"{'Latitude': 28.4597, 'Longitude': 78.7629}"
Uttar Pradesh,"{'Latitude': 29.2834, 'Longitude': 78.8287}"
Uttar Pradesh,"{'Latitude': 28.0328, 'Longitude': 79.1249}"
Uttar Pradesh,"{'Latitude': 27.9642, 'Longitude': 79.7382}"
Uttar Pradesh,"{'Latitude': 27.0283, 'Longitude': 78.2978}"
Uttar Pradesh,"{'Latitude': 29.3803, 'Longitude': 79.4636}"
Uttar Pradesh,"{'Latitude': 28.4261, 'Longitude': 79.3543}"
Uttar Pradesh,"{'Latitude': 26.9557, 'Longitude': 79.7869}"
Uttar Pradesh,"{'Latitude': 28.5487, 'Longitude': 79.2054}"
Uttar Pradesh,"{'Latitude': 28.6216, 'Longitude': 79.8114}"
Uttar Pradesh,"{'Latitude': 27.928, 'Longitude': 78.9821}"
Uttar Pradesh,"{'Latitude': 28.8863, 'Longitude': 79.4648}"
Uttar Pradesh,"{'Latitude': 26.8828, 'Longitude': 78.3744}"
Uttar Pradesh,"{'Latitude': 28.3446, 'Longitude': 79.4192}"
Uttar Pradesh,"{'Latitude': 27.8227, 'Longitude': 80.1708}"
Uttar Pradesh,"{'Latitude': 26.8693, 'Longitude': 78.5902}"
Uttar Pradesh,"{'Latitude': 28.7028, 'Longitude': 79.8118}"
Uttar Pradesh,"{'Latitude': 26.5621, 'Longitude': 78.7813}"
Uttar Pradesh,"{'Latitude': 29.2455, 'Longitude': 79.1433}"
Uttar Pradesh,"{'Latitude': 26.5978, 'Longitude': 78.5077}"
Uttar Pradesh,"{'Latitude': 28.5566, 'Longitude': 78.9818}"
Uttar Pradesh,"{'Latitude': 27.511, 'Longitude': 79.417}"
Uttar Pradesh,"{'Latitude': 29.5783, 'Longitude': 80.2334}"
Uttar Pradesh,"{'Latitude': 29.8502, 'Longitude': 80.5385}"
Uttar Pradesh,"{'Latitude': 27.6847, 'Longitude': 78.3788}"
Uttar Pradesh,"{'Latitude': 27.084, 'Longitude': 78.1658}"
Uttar Pradesh,"{'Latitude': 28.8967, 'Longitude': 78.9817}"
Uttar Pradesh,"{'Latitude': 27.428, 'Longitude': 79.8004}"
Uttar Pradesh,"{'Latitude': 27.027, 'Longitude': 78.6388}"
Uttar Pradesh,"{'Latitude': 27.3062, 'Longitude': 79.4342}"
Uttar Pradesh,"{'Latitude': 27.006, 'Longitude': 80.0555}"
Uttar Pradesh,"{'Latitude': 29.0909, 'Longitude': 79.3264}"
Uttar Pradesh,"{'Latitude': 29.6434, 'Longitude': 79.6317}"
Uttar Pradesh,"{'Latitude': 26.5627, 'Longitude': 79.742}"
Uttar Pradesh,"{'Latitude': 27.3902, 'Longitude': 79.5785}"
Uttar Pradesh,"{'Latitude': 29.7814, 'Longitude': 79.6035}"
Uttar Pradesh,"{'Latitude': 26.5551, 'Longitude': 78.7759}"
Uttar Pradesh,"{'Latitude': 29.7439, 'Longitude': 78.5172}"
Uttar Pradesh,"{'Latitude': 27.8019, 'Longitude': 78.6423}"
Uttar Pradesh,"{'Latitude': 29.1926, 'Longitude': 78.847}"
Uttar Pradesh,"{'Latitude': 27.2554, 'Longitude': 79.176}"
Uttar Pradesh,"{'Latitude': 27.6855, 'Longitude': 78.3781}"
Uttar Pradesh,"{'Latitude': 26.8291, 'Longitude': 78.6929}"
Uttar Pradesh,"{'Latitude': 28.8269, 'Longitude': 78.5851}"
Uttar Pradesh,"{'Latitude': 30.3739, 'Longitude': 79.5308}"
Uttar Pradesh,"{'Latitude': 25.4488, 'Longitude': 78.5768}"
Uttar Pradesh,"{'Latitude': 25.5667, 'Longitude': 78.8077}"
Uttar Pradesh,"{'Latitude': 27.3703, 'Longitude': 79.2807}"
Uttar Pradesh,"{'Latitude': 28.4633, 'Longitude': 79.3037}"
Uttar Pradesh,"{'Latitude': 28.0938, 'Longitude': 80.0129}"
Uttar Pradesh,"{'Latitude': 26.2322, 'Longitude': 78.1825}"
Uttar Pradesh,"{'Latitude': 29.6973, 'Longitude': 79.2647}"
Uttar Pradesh,"{'Latitude': 29.7786, 'Longitude': 79.6042}"
Uttar Pradesh,"{'Latitude': 28.0502, 'Longitude': 80.0712}"
Uttar Pradesh,"{'Latitude': 28.441, 'Longitude': 79.4308}"
Uttar Pradesh,"{'Latitude': 28.4795, 'Longitude': 78.5795}"
Uttar Pradesh,"{'Latitude': 28.067, 'Longitude': 80.1527}"
Uttar Pradesh,"{'Latitude': 26.2584, 'Longitude': 78.2177}"
Uttar Pradesh,"{'Latitude': 27.1793, 'Longitude': 80.0404}"
Uttar Pradesh,"{'Latitude': 27.6885, 'Longitude': 78.9974}"
Uttar Pradesh,"{'Latitude': 27.0273, 'Longitude': 79.9223}"
Uttar Pradesh,"{'Latitude': 28.8509, 'Longitude': 78.7649}"
Uttar Pradesh,"{'Latitude': 27.8696, 'Longitude': 79.9344}"
Uttar Pradesh,"{'Latitude': 27.7294, 'Longitude': 80.2486}"
Uttar Pradesh,"{'Latitude': 29.2009, 'Longitude': 78.9811}"
Uttar Pradesh,"{'Latitude': 30.2154, 'Longitude': 78.7483}"
Uttar Pradesh,"{'Latitude': 27.1541, 'Longitude': 78.3795}"
Uttar Pradesh,"{'Latitude': 28.2225, 'Longitude': 80.6537}"
Uttar Pradesh,"{'Latitude': 26.1941, 'Longitude': 78.1725}"
Uttar Pradesh,"{'Latitude': 28.9021, 'Longitude': 78.4783}"
Uttar Pradesh,"{'Latitude': 27.2043, 'Longitude': 79.5804}"
Uttar Pradesh,"{'Latitude': 27.725, 'Longitude': 79.6539}"
Uttar Pradesh,"{'Latitude': 26.781, 'Longitude': 79.0174}"
Uttar Pradesh,"{'Latitude': 28.2354, 'Longitude': 80.2639}"
Uttar Pradesh,"{'Latitude': 28.2414, 'Longitude': 78.4348}"
Uttar Pradesh,"{'Latitude': 27.383, 'Longitude': 79.5843}"
Uttar Pradesh,"{'Latitude': 28.1036, 'Longitude': 79.8638}"
Uttar Pradesh,"{'Latitude': 28.0307, 'Longitude': 79.1337}"
Uttar Pradesh,"{'Latitude': 29.596, 'Longitude': 79.655}"
Uttar Pradesh,"{'Latitude': 26.9862, 'Longitude': 79.4105}"
Uttar Pradesh,"{'Latitude': 27.7089, 'Longitude': 79.6521}"
Uttar Pradesh,"{'Latitude': 27.2432, 'Longitude': 78.4243}"
Uttar Pradesh,"{'Latitude': 29.7535, 'Longitude': 79.7753}"
Uttar Pradesh,"{'Latitude': 26.5058, 'Longitude': 79.6202}"
Uttar Pradesh,"{'Latitude': 25.4476, 'Longitude': 78.5695}"
Uttar Pradesh,"{'Latitude': 26.6286, 'Longitude': 79.5484}"
Uttar Pradesh,"{'Latitude': 28.7832, 'Longitude': 79.0179}"
Uttar Pradesh,"{'Latitude': 28.9235, 'Longitude': 79.9622}"
Uttar Pradesh,"{'Latitude': 29.581, 'Longitude': 80.2157}"
Uttar Pradesh,"{'Latitude': 28.8527, 'Longitude': 78.435}"
Uttar Pradesh,"{'Latitude': 27.608, 'Longitude': 78.7153}"
Uttar Pradesh,"{'Latitude': 28.3543, 'Longitude': 79.4176}"
Uttar Pradesh,"{'Latitude': 27.221, 'Longitude': 79.2974}"
Uttar Pradesh,"{'Latitude': 28.1348, 'Longitude': 79.7513}"
Uttar Pradesh,"{'Latitude': 28.3606, 'Longitude': 78.5675}"
Uttar Pradesh,"{'Latitude': 28.2006, 'Longitude': 79.5439}"
Uttar Pradesh,"{'Latitude': 28.2177, 'Longitude': 80.2271}"
Uttar Pradesh,"{'Latitude': 27.7939, 'Longitude': 78.8353}"
Uttar Pradesh,"{'Latitude': 27.001, 'Longitude': 78.9411}"
Uttar Pradesh,"{'Latitude': 29.0128, 'Longitude': 79.0516}"
Uttar Pradesh,"{'Latitude': 28.5484, 'Longitude': 79.0852}"
Uttar Pradesh,"{'Latitude': 29.0716, 'Longitude': 80.1163}"
Uttar Pradesh,"{'Latitude': 27.7798, 'Longitude': 78.4842}"
Uttar Pradesh,"{'Latitude': 28.5844, 'Longitude': 78.5741}"
Uttar Pradesh,"{'Latitude': 28.6271, 'Longitude': 79.8107}"
Uttar Pradesh,"{'Latitude': 27.5014, 'Longitude': 79.7679}"
Uttar Pradesh,"{'Latitude': 29.9296, 'Longitude': 78.6353}"
Uttar Pradesh,"{'Latitude': 27.8047, 'Longitude': 78.2724}"
Uttar Pradesh,"{'Latitude': 27.1211, 'Longitude': 78.4824}"
Uttar Pradesh,"{'Latitude': 28.3463, 'Longitude': 79.4207}"
Uttar Pradesh,"{'Latitude': 28.2781, 'Longitude': 78.9947}"
Uttar Pradesh,"{'Latitude': 27.9785, 'Longitude': 79.2068}"
Uttar Pradesh,"{'Latitude': 30.2803, 'Longitude': 78.9721}"
Uttar Pradesh,"{'Latitude': 29.7793, 'Longitude': 80.052}"
Uttar Pradesh,"{'Latitude': 28.381, 'Longitude': 79.4281}"
Uttar Pradesh,"{'Latitude': 28.3541, 'Longitude': 79.411}"
Uttar Pradesh,"{'Latitude': 26.114, 'Longitude': 79.5247}"
Uttar Pradesh,"{'Latitude': 27.7982, 'Longitude': 79.2356}"
Uttar Pradesh,"{'Latitude': 29.8104, 'Longitude': 78.6119}"
Uttar Pradesh,"{'Latitude': 27.9598, 'Longitude': 80.1458}"
Uttar Pradesh,"{'Latitude': 27.7463, 'Longitude': 79.78}"
Uttar Pradesh,"{'Latitude': 27.5342, 'Longitude': 79.8417}"
Uttar Pradesh,"{'Latitude': 28.6102, 'Longitude': 79.8014}"
Uttar Pradesh,"{'Latitude': 27.9428, 'Longitude': 79.2602}"
Uttar Pradesh,"{'Latitude': 26.4996, 'Longitude': 78.6077}"
Uttar Pradesh,"{'Latitude': 25.3528, 'Longitude': 79.0574}"
Uttar Pradesh,"{'Latitude': 29.7446, 'Longitude': 78.5157}"
Uttar Pradesh,"{'Latitude': 26.4578, 'Longitude': 79.5143}"
Uttar Pradesh,"{'Latitude': 28.1631, 'Longitude': 79.7193}"
Uttar Pradesh,"{'Latitude': 28.9114, 'Longitude': 79.5177}"
Uttar Pradesh,"{'Latitude': 27.4065, 'Longitude': 80.1546}"
Uttar Pradesh,"{'Latitude': 27.0906, 'Longitude': 79.9021}"
Uttar Pradesh,"{'Latitude': 25.4567, 'Longitude': 78.6121}"
Uttar Pradesh,"{'Latitude': 29.5598, 'Longitude': 79.3547}"
Uttar Pradesh,"{'Latitude': 30.1462, 'Longitude': 78.7767}"
Uttar Pradesh,"{'Latitude': 28.9263, 'Longitude': 78.8575}"
Uttar Pradesh,"{'Latitude': 28.0491, 'Longitude': 79.3931}"
Uttar Pradesh,"{'Latitude': 25.5126, 'Longitude': 78.8301}"
Uttar Pradesh,"{'Latitude': 25.4434, 'Longitude': 78.5726}"
Uttar Pradesh,"{'Latitude': 27.1582, 'Longitude': 78.3928}"
Uttar Pradesh,"{'Latitude': 29.3941, 'Longitude': 79.4515}"
Uttar Pradesh,"{'Latitude': 26.88, 'Longitude': 78.8919}"
Uttar Pradesh,"{'Latitude': 27.9427, 'Longitude': 78.8756}"
Uttar Pradesh,"{'Latitude': 28.5506, 'Longitude': 79.2021}"
Uttar Pradesh,"{'Latitude': 27.4287, 'Longitude': 78.2096}"
Uttar Pradesh,"{'Latitude': 28.672, 'Longitude': 78.3951}"
Uttar Pradesh,"{'Latitude': 27.9479, 'Longitude': 78.3717}"
Uttar Pradesh,"{'Latitude': 28.7225, 'Longitude': 79.3093}"
Uttar Pradesh,"{'Latitude': 27.7278, 'Longitude': 80.1753}"
Uttar Pradesh,"{'Latitude': 27.6667, 'Longitude': 80.2154}"
Uttar Pradesh,"{'Latitude': 27.5362, 'Longitude': 78.8896}"
Uttar Pradesh,"{'Latitude': 28.273, 'Longitude': 79.1556}"
Uttar Pradesh,"{'Latitude': 27.5075, 'Longitude': 79.0171}"
Uttar Pradesh,"{'Latitude': 27.5543, 'Longitude': 79.37}"
Uttar Pradesh,"{'Latitude': 29.3825, 'Longitude': 80.023}"
Uttar Pradesh,"{'Latitude': 28.6216, 'Longitude': 78.7974}"
Uttar Pradesh,"{'Latitude': 27.4896, 'Longitude': 78.7769}"
Uttar Pradesh,"{'Latitude': 27.3337, 'Longitude': 79.6062}"
Uttar Pradesh,"{'Latitude': 28.9094, 'Longitude': 79.5198}"
Uttar Pradesh,"{'Latitude': 27.8811, 'Longitude': 79.6119}"
Uttar Pradesh,"{'Latitude': 29.7658, 'Longitude': 78.8654}"
Uttar Pradesh,"{'Latitude': 28.5351, 'Longitude': 79.6327}"
Uttar Pradesh,"{'Latitude': 26.1962, 'Longitude': 79.1716}"
Uttar Pradesh,"{'Latitude': 27.756, 'Longitude': 79.8063}"
Uttar Pradesh,"{'Latitude': 26.5975, 'Longitude': 79.717}"
Uttar Pradesh,"{'Latitude': 27.7214, 'Longitude': 79.5331}"
Uttar Pradesh,"{'Latitude': 27.9417, 'Longitude': 79.8181}"
Uttar Pradesh,"{'Latitude': 27.4392, 'Longitude': 80.2414}"
Uttar Pradesh,"{'Latitude': 27.0313, 'Longitude': 79.8228}"
Uttar Pradesh,"{'Latitude': 27.9189, 'Longitude': 78.9414}"
Uttar Pradesh,"{'Latitude': 27.6585, 'Longitude': 79.9552}"
Uttar Pradesh,"{'Latitude': 27.9351, 'Longitude': 79.9308}"
Uttar Pradesh,"{'Latitude': 29.8008, 'Longitude': 80.2494}"
Uttar Pradesh,"{'Latitude': 27.5829, 'Longitude': 79.3038}"
Uttar Pradesh,"{'Latitude': 26.7018, 'Longitude': 79.5064}"
Uttar Pradesh,"{'Latitude': 29.2151, 'Longitude': 78.58}"
Uttar Pradesh,"{'Latitude': 28.0387, 'Longitude': 79.8109}"
Uttar Pradesh,"{'Latitude': 27.5901, 'Longitude': 79.7989}"
Uttar Pradesh,"{'Latitude': 27.176, 'Longitude': 78.6542}"
Uttar Pradesh,"{'Latitude': 27.7998, 'Longitude': 79.9443}"
Uttar Pradesh,"{'Latitude': 26.8947, 'Longitude': 79.4217}"
Uttar Pradesh,"{'Latitude': 27.5399, 'Longitude': 79.3489}"
Uttar Pradesh,"{'Latitude': 28.0047, 'Longitude': 80.2039}"
Uttar Pradesh,"{'Latitude': 28.4556, 'Longitude': 78.4881}"
Uttar Pradesh,"{'Latitude': 27.9845, 'Longitude': 79.264}"
Uttar Pradesh,"{'Latitude': 28.6585, 'Longitude': 79.0328}"
Uttar Pradesh,"{'Latitude': 27.7925, 'Longitude': 78.8361}"
Uttar Pradesh,"{'Latitude': 26.8775, 'Longitude': 78.8937}"
Uttar Pradesh,"{'Latitude': 27.8865, 'Longitude': 79.9144}"
Uttar Pradesh,"{'Latitude': 27.77, 'Longitude': 79.8961}"
Uttar Pradesh,"{'Latitude': 27.5826, 'Longitude': 79.397}"
Uttar Pradesh,"{'Latitude': 26.2074, 'Longitude': 79.4111}"
Uttar Pradesh,"{'Latitude': 27.6447, 'Longitude': 78.4201}"
Uttar Pradesh,"{'Latitude': 27.7061, 'Longitude': 80.1784}"
Uttar Pradesh,"{'Latitude': 26.1951, 'Longitude': 78.1456}"
Uttar Pradesh,"{'Latitude': 27.9176, 'Longitude': 79.2439}"
Uttar Pradesh,"{'Latitude': 28.7913, 'Longitude': 78.553}"
Uttar Pradesh,"{'Latitude': 27.0381, 'Longitude': 79.922}"
Uttar Pradesh,"{'Latitude': 26.9117, 'Longitude': 78.2542}"
Uttar Pradesh,"{'Latitude': 27.1132, 'Longitude': 78.6547}"
Uttar Pradesh,"{'Latitude': 30.2864, 'Longitude': 78.9808}"
Uttar Pradesh,"{'Latitude': 28.0411, 'Longitude': 78.7114}"
Uttar Pradesh,"{'Latitude': 27.1174, 'Longitude': 78.4481}"
Uttar Pradesh,"{'Latitude': 27.3985, 'Longitude': 80.1286}"
Uttar Pradesh,"{'Latitude': 28.0055, 'Longitude': 78.8699}"
Uttar Pradesh,"{'Latitude': 28.0251, 'Longitude': 79.4081}"
Uttar Pradesh,"{'Latitude': 27.5723, 'Longitude': 79.3296}"
Uttar Pradesh,"{'Latitude': 27.5663, 'Longitude': 78.8298}"
Uttar Pradesh,"{'Latitude': 27.3953, 'Longitude': 78.3128}"
Uttar Pradesh,"{'Latitude': 26.889, 'Longitude': 79.6374}"
Uttar Pradesh,"{'Latitude': 28.0217, 'Longitude': 79.4022}"
Uttar Pradesh,"{'Latitude': 27.0289, 'Longitude': 79.91}"
Uttar Pradesh,"{'Latitude': 27.3991, 'Longitude': 80.1191}"
Uttar Pradesh,"{'Latitude': 27.2286, 'Longitude': 79.0295}"
Uttar Pradesh,"{'Latitude': 28.1066, 'Longitude': 78.8789}"
Uttar Pradesh,"{'Latitude': 29.3803, 'Longitude': 79.4636}"
Uttar Pradesh,"{'Latitude': 28.4526, 'Longitude': 79.6972}"
Uttar Pradesh,"{'Latitude': 28.046, 'Longitude': 79.4237}"
Uttar Pradesh,"{'Latitude': 28.5854, 'Longitude': 78.9378}"
Uttar Pradesh,"{'Latitude': 29.068, 'Longitude': 78.4358}"
Uttar Pradesh,"{'Latitude': 28.1343, 'Longitude': 78.6193}"
Uttar Pradesh,"{'Latitude': 27.373, 'Longitude': 79.5765}"
Uttar Pradesh,"{'Latitude': 26.5875, 'Longitude': 79.0657}"
Uttar Pradesh,"{'Latitude': 27.3339, 'Longitude': 78.2443}"
Uttar Pradesh,"{'Latitude': 28.587, 'Longitude': 78.4907}"
Uttar Pradesh,"{'Latitude': 28.3308, 'Longitude': 78.7266}"
Uttar Pradesh,"{'Latitude': 27.4091, 'Longitude': 79.5757}"
Uttar Pradesh,"{'Latitude': 28.7394, 'Longitude': 78.8013}"
Uttar Pradesh,"{'Latitude': 27.9628, 'Longitude': 79.0513}"
Uttar Pradesh,"{'Latitude': 28.07, 'Longitude': 78.7525}"
Uttar Pradesh,"{'Latitude': 27.8817, 'Longitude': 79.2813}"
Uttar Pradesh,"{'Latitude': 27.4137, 'Longitude': 80.1223}"
Uttar Pradesh,"{'Latitude': 25.4634, 'Longitude': 78.4647}"
Uttar Pradesh,"{'Latitude': 26.9532, 'Longitude': 79.9695}"
Uttar Pradesh,"{'Latitude': 28.2857, 'Longitude': 78.3924}"
Uttar Pradesh,"{'Latitude': 26.7036, 'Longitude': 79.4066}"
Uttar Pradesh,"{'Latitude': 28.9933, 'Longitude': 80.0708}"
Uttar Pradesh,"{'Latitude': 28.1274, 'Longitude': 79.6919}"
Uttar Pradesh,"{'Latitude': 26.5627, 'Longitude': 78.7812}"
Uttar Pradesh,"{'Latitude': 29.8971, 'Longitude': 79.6084}"
Uttar Pradesh,"{'Latitude': 27.8104, 'Longitude': 79.7876}"
Uttar Pradesh,"{'Latitude': 27.2404, 'Longitude': 78.6374}"
Uttar Pradesh,"{'Latitude': 28.0322, 'Longitude': 79.1271}"
Uttar Pradesh,"{'Latitude': 28.9815, 'Longitude': 79.3997}"
Uttar Pradesh,"{'Latitude': 27.028, 'Longitude': 78.2999}"
Uttar Pradesh,"{'Latitude': 29.309, 'Longitude': 78.5081}"
Uttar Pradesh,"{'Latitude': 29.3091, 'Longitude': 78.5077}"
Uttar Pradesh,"{'Latitude': 27.3191, 'Longitude': 78.8236}"
Uttar Pradesh,"{'Latitude': 28.2066, 'Longitude': 79.5416}"
Uttar Pradesh,"{'Latitude': 27.3933, 'Longitude': 79.5736}"
Uttar Pradesh,"{'Latitude': 29.8394, 'Longitude': 79.7674}"
Uttar Pradesh,"{'Latitude': 25.3108, 'Longitude': 79.0087}"
Uttar Pradesh,"{'Latitude': 27.3707, 'Longitude': 79.6235}"
Uttar Pradesh,"{'Latitude': 29.7748, 'Longitude': 79.4304}"
Uttar Pradesh,"{'Latitude': 26.7946, 'Longitude': 79.0819}"
Uttar Pradesh,"{'Latitude': 27.5532, 'Longitude': 79.3264}"
Uttar Pradesh,"{'Latitude': 29.381, 'Longitude': 79.6193}"
Uttar Pradesh,"{'Latitude': 27.9459, 'Longitude': 80.3658}"
Uttar Pradesh,"{'Latitude': 27.4689, 'Longitude': 78.2992}"
Uttar Pradesh,"{'Latitude': 28.2103, 'Longitude': 79.0546}"
Uttar Pradesh,"{'Latitude': 29.2092, 'Longitude': 78.9595}"
Uttar Pradesh,"{'Latitude': 26.5634, 'Longitude': 78.7815}"
Uttar Pradesh,"{'Latitude': 29.3952, 'Longitude': 79.4833}"
Uttar Pradesh,"{'Latitude': 24.7637, 'Longitude': 78.8312}"
Uttar Pradesh,"{'Latitude': 27.4785, 'Longitude': 80.0632}"
Uttar Pradesh,"{'Latitude': 27.0286, 'Longitude': 80.0493}"
Uttar Pradesh,"{'Latitude': 27.3841, 'Longitude': 79.9425}"
Uttar Pradesh,"{'Latitude': 26.196, 'Longitude': 78.1582}"
Uttar Pradesh,"{'Latitude': 28.2974, 'Longitude': 79.7979}"
Uttar Pradesh,"{'Latitude': 28.9178, 'Longitude': 79.7094}"
Uttar Pradesh,"{'Latitude': 26.3085, 'Longitude': 79.6868}"
Uttar Pradesh,"{'Latitude': 27.1249, 'Longitude': 79.6598}"
Uttar Pradesh,"{'Latitude': 28.9093, 'Longitude': 79.5194}"
Uttar Pradesh,"{'Latitude': 25.8887, 'Longitude': 78.3363}"
Uttar Pradesh,"{'Latitude': 27.4313, 'Longitude': 79.4152}"
Uttar Pradesh,"{'Latitude': 28.3411, 'Longitude': 78.3855}"
Uttar Pradesh,"{'Latitude': 27.2521, 'Longitude': 78.193}"
Uttar Pradesh,"{'Latitude': 25.7299, 'Longitude': 78.9534}"
Uttar Pradesh,"{'Latitude': 26.8681, 'Longitude': 79.2802}"
Uttar Pradesh,"{'Latitude': 26.7529, 'Longitude': 79.1937}"
Uttar Pradesh,"{'Latitude': 26.1893, 'Longitude': 78.2123}"
Uttar Pradesh,"{'Latitude': 26.9018, 'Longitude': 78.1654}"
Uttar Pradesh,"{'Latitude': 26.8805, 'Longitude': 79.2375}"
Uttar Pradesh,"{'Latitude': 28.4553, 'Longitude': 78.7763}"
Uttar Pradesh,"{'Latitude': 26.1866, 'Longitude': 78.9425}"
Uttar Pradesh,"{'Latitude': 26.9527, 'Longitude': 79.2957}"
Uttar Pradesh,"{'Latitude': 30.2663, 'Longitude': 79.2204}"
Uttar Pradesh,"{'Latitude': 26.2288, 'Longitude': 78.1577}"
Uttar Pradesh,"{'Latitude': 26.1888, 'Longitude': 78.9445}"
Uttar Pradesh,"{'Latitude': 26.6499, 'Longitude': 79.1323}"
Uttar Pradesh,"{'Latitude': 29.5986, 'Longitude': 79.6603}"
Uttar Pradesh,"{'Latitude': 28.7978, 'Longitude': 79.0219}"
Uttar Pradesh,"{'Latitude': 27.1523, 'Longitude': 79.4068}"
Uttar Pradesh,"{'Latitude': 26.8886, 'Longitude': 79.2859}"
Uttar Pradesh,"{'Latitude': 25.7301, 'Longitude': 78.9537}"
Uttar Pradesh,"{'Latitude': 26.7819, 'Longitude': 79.0279}"
Uttar Pradesh,"{'Latitude': 27.1522, 'Longitude': 78.7048}"
Uttar Pradesh,"{'Latitude': 26.3532, 'Longitude': 79.2074}"
Uttar Pradesh,"{'Latitude': 27.568, 'Longitude': 79.604}"
Uttar Pradesh,"{'Latitude': 28.513, 'Longitude': 80.1491}"
Uttar Pradesh,"{'Latitude': 27.9975, 'Longitude': 79.1533}"
Uttar Pradesh,"{'Latitude': 26.7846, 'Longitude': 79.0189}"
Uttar Pradesh,"{'Latitude': 28.3545, 'Longitude': 78.2703}"
Uttar Pradesh,"{'Latitude': 28.3051, 'Longitude': 78.8371}"
Uttar Pradesh,"{'Latitude': 27.8402, 'Longitude': 79.9203}"
Uttar Pradesh,"{'Latitude': 28.3434, 'Longitude': 78.8792}"
Uttar Pradesh,"{'Latitude': 26.2002, 'Longitude': 78.1645}"
Uttar Pradesh,"{'Latitude': 27.4356, 'Longitude': 78.7777}"
Uttar Pradesh,"{'Latitude': 28.8392, 'Longitude': 78.8226}"
Uttar Pradesh,"{'Latitude': 28.2074, 'Longitude': 78.2552}"
Uttar Pradesh,"{'Latitude': 29.1058, 'Longitude': 78.7286}"
Uttar Pradesh,"{'Latitude': 29.9307, 'Longitude': 78.8732}"
